Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,106.0604921,103.1207575,93.44131169,94.32042104,94.60161267,89.09463187,80.99630996,86.30140176,87.62057878,88.9695727,92.49997368,85.2310873,80.09662802,74.99999172,112.7039177,99.6350365,106.9328952,110.8509521,104.7905245,96.03921569,120.1442841,134.1148237,123.7746479,109.7097097,107.2509129,112.7935723,93.50223489,80.35519248,81.04704097,83.35300932,70.81935433,69.68454299,57.14070589,74.17619428,132.7362484,128.3125043,128.4076633,135.7581795,148.9016625,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,119.5528923,125.600763,148.5866254,133.1084867,135.5523657,124.0647544,124.5917427,97.44443515,93.00286339,104.1976201,117.3207216,122.2598183,94.61709526,100.5832168,91.57575479,69.30662472,85.54620316,98.16133669,96.2103944
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,30.45201202,26.82114888,24.45081756,24.33324947,24.60911788,21.84400212,24.32830729,21.55400928,24.58445758,25.54865387,27.82522897,27.98326983,26.05292858,27.58841915,30.17054196,29.82883577,30.94125162,30.06442476,30.42451404,28.66160225,31.81498673,27.26938485,26.10377296,23.69982093,24.34875009,26.33310128,30.83063591,29.86555019,30.142802,31.82162185,34.77781038,33.52991809,33.61159134,36.17747144,35.91753745,35.49723032,36.04410719,35.59706809,35.90892305,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,37.42269749,39.64135596,37.0988971,39.16764942,35.15612851,34.26460317,39.47042355,38.83515102,37.9866488,37.48746564,38.36076412,36.20265298,35.28291494,36.5347528,37.55853398,34.05557097,40.05914639,48.07397786,40.49380015
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,35.75618351,35.75551974,35.75728509,35.75732676,35.75659199,35.75768548,35.75661671,35.75681697,35.75653124,35.75775936,35.75703172,35.75721104,35.75735549,35.75695192,35.75727936,35.75723853,35.75781507,35.75704391,35.75725007,35.75715709,35.75747855,35.75722888,35.75711907,35.75695913,35.75706312,35.75740933,35.75727456,33.15617921,36.21852635,37.89692233,39.55013697,40.00099559,40.81041894,39.24329527,39.2358232,37.80495207,37.13287972,40.16435892,42.99615334,42.26807854,33.72993462,42.27772873,47.78172661,47.94135819
Cabo Verde,CPV,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,84.05058205,92.16438745,102.1159219,102.436767,100.473455,101.8212851,93.05252412,83.83261889,76.20162485,81.43779264,85.95158403,80.95396931,83.93988997,60.306432,71.56344205,77.51555138,75.48996786,85.97934615,81.88141375,80.96901996,87.52060836,92.1637225,101.0897023,98.76838081,101.56717,104.3438399,117.8166972,94.20620754,90.96638827,80.46095613,85.54844988,90.55645011,90.64991655,86.16986003,91.30385241,94.00853014,95.37813986,100.0521339,105.8675241,103.6026565,78.39345459,77.45505863,96.99413685,94.73859049
Costa Rica,CRI,Trade (% of GDP),NE.TRD.GNFS.ZS,47.26096506,45.91880922,48.77298076,49.21566897,52.98763339,55.75155628,55.55452176,56.10177052,60.22197632,58.54861708,62.41398,63.89940019,66.83220137,67.67298997,81.26395182,68.60978582,63.8196715,67.20368367,64.21264004,64.11619,63.29690378,91.44453685,87.24877018,72.82011228,68.35352728,63.1993363,61.83621253,67.39880098,69.83549054,73.58296,75.28516419,71.4396757,76.09623548,79.35233683,77.997308,79.77437455,84.05716401,87.6131981,92.03802124,87.53861377,86.52492351,80.85275872,80.41394434,83.32770754,85.2564772,89.22266389,89.81455461,86.45659584,86.40151271,69.75931773,67.51208968,68.63914651,67.0485393,64.06641059,65.19124205,60.75356194,62.17847818,65.07195374,66.94534202,65.76053002,60.13988625,70.7816423,82.22753254,72.47199908
Caribbean small states,CSS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,76.80653796,76.80865045,76.80949749,76.80180344,76.7856934,76.82704406,76.81921841,76.81372741,76.76333053,76.70514707,77.03379205,76.7800937,76.78627504,76.51134797,76.41422843,78.67701557,75.51160049,76.81718105,75.13671282,75.92863188,71.11449322,50.99611654,35.14686734,28.91583018,27.77589665,29.30841762,32.62533361,32.75419893,32.50463298,31.86893225,31.07598788,29.36109638,24.72931335,26.58713358,31.31141533,39.36137443,37.18801429,37.96760966,44.91722075,32.91398196,40.2919413,46.96042905,45.86620363,44.32389693,39.27415285,31.61381248,27.2692227,26.22284939,27.0834485,22.82079445,15.68301603,80.02378499,88.80303699,
Curacao,CUW,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.9114598,144.5555111,146.0491225,166.7395417,144.7023417,143.9322118,172.923418,183.2364607,166.4061491,164.3598182,148.3138159,139.0529791,139.8124495,155.2688588,,,,,
Cayman Islands,CYM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.4365837,117.1171234,114.8385397,105.4727895,,,
Cyprus,CYP,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,92.17898634,112.3689838,115.5755086,105.2517279,108.447117,108.325663,113.5730649,115.1624571,114.3837403,121.7586297,107.569825,93.45992761,97.55645632,101.5832425,111.3341264,108.6082087,104.1799049,110.0970073,95.41637535,95.77615161,134.3905141,140.8489834,139.7629766,134.9097368,131.2093333,137.4949032,131.8490679,123.6413321,114.004633,113.9036135,111.9170653,109.806498,111.2751228,112.9259309,102.7910919,108.9016993,110.6171369,112.3442733,120.9262006,130.8443631,137.2764265,139.0220985,148.0133556,147.6235674,150.5061696,160.6687165,176.8263872,201.2372058,192.7869215
Czechia,CZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.05127858,70.77122767,77.96113108,78.19773818,74.80301808,82.90099907,80.59955796,84.15323067,83.93865232,85.45712364,97.49839563,98.53687373,90.87927155,94.64686007,113.173976,121.1912873,127.0510151,129.8767395,123.9048099,113.0492548,126.7564801,136.7508555,145.4801954,145.5022306,156.4151228,154.018401,148.5470047,147.7508349,145.1417179,138.15461,128.7804303,137.3781163,144.0114941,132.9520932
Germany,DEU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,31.59045315,30.72690719,30.61624743,31.58281947,36.81233652,35.77069407,38.22480366,37.95960693,37.03966896,39.07648011,41.69634422,44.01626624,44.2197597,43.41069021,46.06753968,47.73358367,42.78118333,41.5307858,42.36465953,45.04390931,45.68895468,47.6354132,44.684044,39.74939397,41.09574433,42.60614865,43.9035861,48.38032107,50.15546578,51.51922744,59.1955993,59.55928637,58.33256872,58.91454429,62.90649095,66.95310249,72.75919346,74.88384168,76.10141021,66.11526853,73.86264077,78.40731346,79.30048779,77.56438157,76.83033127,77.79135676,75.98458751,77.56663695,79.22765969,79.13374711,72.99325723,80.15661805,89.06412737,82.79910645
Djibouti,DJI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.9965151,299.3678629,268.3634563,213.0719986,305.9679664,300.3986867,320.939003,222.8379833,264.0202535,340.1940146,342.7023577
Dominica,DMA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96503682,91.17349764,96.91539152,84.32639152,89.13322283,90.4307458,84.00079257,87.7248402,117.4891116,107.7877246,101.7823399,102.6281965,106.9605042,,,,,
Denmark,DNK,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,57.6554018,55.54582724,55.32776659,55.51080742,57.13473465,55.67303037,53.22502272,57.86335332,64.72700294,59.78209245,61.10650292,60.37063179,57.0932057,60.82472466,65.74827203,71.22565171,71.22614245,69.99503383,71.19327588,72.32523336,65.0410314,61.4826479,63.76226322,67.10278747,67.30457944,69.16847628,66.97970061,65.64358337,67.84321794,68.57331465,68.52648242,71.29017598,71.3454175,72.72885664,83.04208595,83.9226646,84.48459255,80.76130018,82.00773082,89.39879525,97.42986077,100.0476746,104.4703102,89.39485666,94.38772823,102.0129305,104.3622805,103.6128132,103.2108592,105.1303625,101.4527838,104.2156769,108.8139855,111.8914751,104.4334327,111.4140437,131.5431511,127.7685675
Dominican Republic,DOM,Trade (% of GDP),NE.TRD.GNFS.ZS,44.40811024,39.59637988,48.05242082,46.70493694,47.72816378,36.57245806,41.68106515,43.09045226,45.13020109,44.59162942,45.88269162,45.71554593,45.91965764,49.53495893,60.59158181,61.11392662,51.47061941,49.35199174,48.11278029,53.79393431,54.41492584,50.61522408,41.07497714,41.34118969,51.74349727,56.99711498,49.42608278,58.05647307,71.35252736,69.47267709,69.19841368,83.09106896,80.46480154,78.00289677,77.15790827,73.89795938,72.64249087,74.23323717,75.91130271,76.30275328,79.3003931,70.51056781,68.7232829,84.44950319,81.35142294,61.65355874,63.76648264,61.94723068,61.39205309,50.61228261,55.99993607,58.9896659,58.38867388,56.68175612,55.49642325,52.17107772,51.58597126,50.22508542,52.05596639,51.01114492,44.29365655,52.73486707,54.23152556,49.61533219
Algeria,DZA,Trade (% of GDP),NE.TRD.GNFS.ZS,106.1868043,113.7483279,40.61251936,61.5101972,54.52382126,48.43702191,50.63976952,45.06618609,47.32288896,51.8595349,51.22540181,46.10629668,46.17643028,57.09342653,74.23881924,76.65453541,70.17325688,72.32688423,65.70456889,64.01404929,64.67692316,65.46499364,59.92293127,53.74411736,53.17638369,50.32612063,36.02671057,32.68458447,38.11158728,47.15331971,48.38071368,52.71758671,49.18908424,44.92281337,48.58443779,55.19100521,53.70514788,52.24391151,45.09445056,50.92910934,62.85834364,54.52964912,56.58960528,57.7691353,61.35799757,66.84046022,65.91529197,67.54547339,71.02849225,64.28475472,63.49121599,62.22008996,60.75763933,59.15100816,56.92354197,53.20462259,49.76093279,49.82081617,52.43616768,46.50684261,40.38975656,46.83705926,51.20237574,43.6829142
East Asia & Pacific (excluding high income),EAP,Trade (% of GDP),NE.TRD.GNFS.ZS,10.65901108,10.29790298,9.029074726,9.696234705,10.23707822,9.322426349,10.94754649,10.04152829,10.16478238,9.421704134,9.69122914,9.799349464,10.66194061,13.20242484,16.65842652,15.64825546,15.31515863,15.19880076,20.38003184,22.66003844,27.34342839,29.46074372,25.39561587,24.41977497,24.90565133,25.89413288,25.01868025,29.98061021,34.963953,32.03498256,32.29139759,34.11704716,37.60536247,42.34544595,43.06750715,42.62914272,42.12876156,43.79086889,45.63894248,44.56660662,51.1006451,49.79655276,52.38019516,59.66604147,67.35502233,69.80644339,71.09826919,68.72926931,64.94133556,52.2106224,56.88915519,57.49177415,55.04730475,53.47677107,51.86088353,46.69312154,44.08201697,45.35805572,45.65154681,43.27805214,41.18319008,45.31504425,47.5529836,45.52493077
Early-demographic dividend,EAR,Trade (% of GDP),NE.TRD.GNFS.ZS,23.55882257,23.60963236,20.6182232,22.03962056,22.19742831,20.04848603,22.82236565,21.5949943,25.46784632,25.01857151,26.7080141,27.29303451,28.51276778,34.27513379,35.31759902,36.29100988,35.20942993,36.29090266,35.77560156,37.64641168,39.40191828,39.16890057,37.70785815,37.22652345,36.36407062,34.73271706,32.31629061,34.35210786,36.82183874,38.34868196,39.16781265,39.99006631,40.55474915,39.5535979,40.50130505,44.05422177,45.39916113,46.33261365,47.34828105,44.49850688,48.79454168,47.61836608,49.12135437,49.96499119,54.16506275,56.56718033,57.95535445,58.25857536,61.27461069,53.28719344,54.82744222,58.08547152,57.7896253,56.52798841,54.6455318,50.90840229,49.01538479,51.09055813,54.94191372,52.50881935,48.17915245,54.7866159,60.48221439,54.6894666
East Asia & Pacific,EAS,Trade (% of GDP),NE.TRD.GNFS.ZS,19.07354212,21.36102791,19.99271321,20.55513772,20.34659396,19.89680607,21.79769217,20.99155361,22.30643956,22.14745768,21.94568744,22.21238193,22.07407551,25.29996453,30.54020258,28.67584114,29.17926901,29.01330951,31.48372173,34.56472706,39.58985152,40.5860735,37.17282239,35.64405696,36.20610267,35.9906919,34.38357453,37.84712382,41.26357665,39.08356016,39.10696978,39.63684798,41.31768775,43.79887738,44.48600563,45.50686971,45.31261076,46.70448052,48.18511854,47.04545132,52.84274908,51.56014739,53.12489406,58.70023672,65.28814342,67.79647996,70.26593402,69.53102074,70.02295767,57.87065772,63.1216402,65.29849572,63.88662764,63.13272685,62.16738073,56.61434327,52.96220309,54.96032099,55.99777794,53.75281544,50.77717645,55.9863094,61.11599093,58.066697
Europe & Central Asia (excluding high income),ECA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.72108932,39.31071806,61.68701385,56.47519323,61.93060524,61.93224404,62.85115486,65.66712431,55.40382015,55.8956604,64.25008227,66.43839282,65.26956729,65.86867944,69.92545425,66.08548687,66.40664709,66.38981955,69.45496201,61.81038907,61.58939479,68.52416212,67.82452769,64.1967106,64.3067195,61.59690553,61.41334593,66.35808259,72.2974828,71.64852269,66.0865913,74.16097724,83.07456122,72.80283971
Europe & Central Asia,ECS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,41.48344386,41.11743801,40.90744014,43.74681432,51.00360961,46.65277113,49.44415179,49.95682915,48.11411954,50.39717503,52.39539848,54.19892527,54.13924338,54.26190124,57.58075263,57.91196168,51.647394,50.98524909,51.71159235,53.27249413,52.07316921,50.72790154,58.72216189,54.392454,55.33241372,57.28005711,57.60332689,60.70836222,61.25962944,62.90886306,69.17164072,68.20256676,66.02404951,65.09638389,67.46706723,69.84272629,73.35306408,74.05015615,75.72294228,67.34676376,73.54895527,78.0980678,78.87835582,78.4390663,78.25060068,78.66956966,78.30222213,81.1359269,83.30769879,83.15461452,77.02970567,83.27833148,93.60260663,86.70991926
Ecuador,ECU,Trade (% of GDP),NE.TRD.GNFS.ZS,19.91164663,19.10915839,21.03588915,19.19029713,19.04451206,19.27013828,21.60006919,22.13877914,24.96037301,20.60530271,22.45125356,27.27051473,27.95798974,34.53763474,41.4043701,35.40505004,34.01390427,34.44221024,33.29582882,36.07958177,35.02500959,29.91527369,32.41294559,30.87601734,33.05830053,35.7173094,33.11060448,37.73072285,42.66230148,45.11298119,44.59491229,45.19663998,44.80654365,43.17121842,43.7777475,45.91127073,44.21570268,45.01718632,43.39510795,49.2012508,65.40429538,56.12848674,54.79664394,52.3575427,56.07454672,61.95815079,65.84235562,68.85058545,74.59029636,57.34734606,65.77738491,70.03568375,67.00292909,63.43330033,61.42637662,47.82803971,40.5344918,43.61772332,48.0093481,48.08284994,43.98931244,53.15119869,61.62166239,57.84775435
"Egypt, Arab Rep.",EGY,Trade (% of GDP),NE.TRD.GNFS.ZS,41.69169853,37.3881932,34.57085095,41.34578413,43.27228327,37.26329729,36.8175684,35.93971911,29.26348956,29.98589772,30.6627936,31.02467636,30.08534653,31.6962722,51.66482811,53.71424264,45.08546371,52.9519239,53.83938259,69.46426306,73.38303756,74.45957743,64.20199501,57.14285714,52.53164557,46.11260054,36.05442177,35.33980583,52.5974026,50.12987013,52.92275574,62.84444444,59.30984903,55.92783505,50.62857143,50.24509804,46.94856146,43.73824746,41.927627,38.36150845,39.0179359,39.81042654,40.98706783,46.17964072,57.81990521,62.95264624,61.51853651,65.07787325,71.68062535,56.55344464,47.93635007,45.25563416,40.71176927,40.37303806,36.92018779,34.84594296,30.24654905,42.83213436,45.91101967,41.12401716,32.12625557,29.85697348,36.98310488,40.44243822
Euro area,EMU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,39.32786435,39.05525966,39.24158898,41.34678444,48.13788646,44.32663556,46.95819021,47.09883435,46.06115126,48.91408091,51.3228121,53.93084694,53.6345426,53.34622539,56.40031346,56.86723255,50.07015851,49.52388217,50.76631434,53.63933178,53.11864267,53.34582191,52.40096498,50.62796843,53.224116,56.18880283,56.87476219,60.88886179,62.1238742,62.86652481,70.51185193,69.65818613,67.26784028,65.77623081,68.55795626,71.61399207,75.65588431,77.31959037,78.23115613,67.9946019,75.86402336,81.01508047,82.63216502,82.14542214,82.59332624,83.99692556,82.94963541,86.03889598,87.71681804,87.84052207,81.06504826,88.35369838,100.5188045,92.67136257
Eritrea,ERI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.37718937,102.0600016,110.8817782,105.3226286,116.6175203,115.4147767,94.92756567,96.25923618,67.88136193,72.06271096,76.59016366,74.00782429,65.57090685,61.10603102,45.26084605,34.55955953,30.56095005,27.97214161,37.47146546,47.39379012,,,,,,,,,,,,
Spain,ESP,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,25.85288423,25.92669657,27.21435382,28.14136146,31.73212939,29.11989994,30.11234415,29.19852655,27.75982261,27.87049407,31.59836943,35.42280675,36.57260581,39.81726297,41.59383484,40.91807926,35.392009,36.36480054,36.75814283,37.42855796,35.65290498,35.5206586,36.02077448,36.99516196,41.69588011,44.83062797,46.29775067,51.22713986,52.73031307,54.69691319,60.1216241,58.01388956,55.10214153,53.43578972,54.47951827,54.6991667,56.08392638,57.62694877,55.82813152,46.83669,52.69336997,58.51182289,60.5540347,61.66877264,63.39926214,63.58204122,63.18867785,66.16744614,67.0094104,66.36622504,59.44612801,66.52458894,78.62756246,72.19172889
Estonia,EST,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1263727,148.1430694,139.0874737,132.9774428,151.0513444,156.8382358,144.1164536,126.4956264,126.5466401,123.2823454,122.7447728,129.9495001,135.9127921,136.6207377,133.9808292,136.6819882,116.7590799,143.6717623,166.7460724,169.1560678,164.6016322,157.9539448,148.5071571,147.7462327,144.6356509,143.4852249,140.352148,137.3926413,160.3946816,174.5639942,154.8592446
Ethiopia,ETH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.23293541,45.39790418,41.47178708,40.74108415,39.65612414,34.8990528,31.1036313,31.19937494,28.81530101,24.00611364,24.34503933,26.59550123,20.58541157
European Union,EUU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,39.99699798,39.65801582,39.74427437,42.02553546,49.03688424,45.02159082,47.52595893,47.61792487,46.52845986,49.52874078,51.94484293,54.51455167,54.43708693,54.31860223,57.19622697,57.68065217,50.93209637,50.3527915,51.58191874,54.37530342,53.64146801,53.8456271,53.40363269,51.83093657,54.45645801,57.06867224,57.82047531,61.92375377,63.24863406,64.03111834,71.57178299,70.73119428,68.43659315,67.35680461,70.3953746,73.55040721,77.98198006,79.79611782,80.78039562,70.49737822,78.26972671,83.45782284,85.07012475,84.61522833,85.33826939,86.56718983,85.61678025,88.6221218,90.34523059,90.43230381,83.69257089,91.09088042,103.5709389,95.68592811
Fragile and conflict affected situations,FCS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,49.41696843,47.43821827,47.78607296,48.503408,55.20999143,50.3280867,49.26369186,52.38531331,52.62124741,58.10835141,62.94117647,61.60636872,57.59020378,57.43883023,56.61839003,55.32674968,49.99680899,49.49478536,48.16644722,47.88299408,45.83901324,43.48141245,50.23942632,58.23151501,62.49917261,64.13553538,65.79032527,68.24780615,66.99105712,66.25449215,74.92557887,70.28413766,69.32093775,68.07150296,70.9678029,76.58897404,82.00056693,82.86316082,86.18965988,70.12793353,75.46120852,78.71594445,79.43037659,77.48517177,74.62777198,71.96182538,71.72221012,75.93878223,79.14361484,80.56415029,72.1845956,79.78927819,94.13205874,85.33367481
Fiji,FJI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,100.4669004,100.4732955,92.86078678,92.64576321,86.72469223,89.04588271,81.13840049,87.37373737,107.6719577,123.0249008,129.5,117.8158668,106.7905523,111.7819623,115.8430287,114.1434191,121.7260311,119.6977731,119.3697671,122.8022338,135.8956415,129.9973418,126.0525791,128.9759699,125.1219876,117.7400794,118.0483317,110.3895149,130.997848,108.8691174,121.2279034,124.4761256,125.2857917,126.3483867,110.8123055,101.1890486,97.17449078,97.02166259,103.23542,107.4114638,72.3435755,81.72520896,117.5065594,
France,FRA,Trade (% of GDP),NE.TRD.GNFS.ZS,27.93692622,27.44154576,25.80380086,25.8150669,26.64204582,26.56090254,27.16104964,27.09089725,27.45703852,29.61417762,32.12324871,32.74521119,33.2677651,35.26220283,43.46344862,37.74593673,40.71879895,41.72174588,41.11885636,42.6375432,45.24269041,47.34637502,47.14303373,46.98444516,49.40169569,48.88387988,42.50391014,42.02349515,43.22462237,46.00511587,44.58628695,44.95370016,43.96335449,41.72561631,43.75134915,45.43166169,46.11248016,49.80345347,51.4214328,51.67066146,57.78604703,56.89323286,55.13252485,52.59888229,53.74976483,55.82283612,57.86927753,58.15256113,59.17979284,52.1991123,56.58755525,60.60563548,61.65895708,61.81923387,62.19926694,63.5046872,63.34275644,65.39584816,66.80226078,66.42897717,58.83889072,63.78848263,75.79014361,70.55955479
Faroe Islands,FRO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,98.69180454,86.09505459,82.27170237,87.45940545,76.23651079,78.96678967,74.75966455,79.25066565,75.25902669,78.78787879,78.11407211,90.59872873,93.61294088,85.34476161,86.90519878,84.90349155,80.25889968,79.49489385,81.29273735,83.45846154,79.25945946,84.56404494,99.71668178,93.91822478,87.99784715,93.13984169,85.85889571,79.8870411,78.87655567,81.65405777,84.86113632,72.69963518,75.75631993,75.7029703,98.76263506,97.6325604,91.60981804,100.4919283,110.5453534,104.9033314,98.62315601,108.2593008,93.41443115,100.9608642,97.39471776,99.5067895,103.4962225,96.86080803,97.18396852,105.8464535,117.1585049,114.0622828,106.1425392,105.6106716,104.552703,107.2384002,106.8741681,108.623705,96.22419375,104.473032,124.535531,114.3378788
"Micronesia, Fed. Sts.",FSM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,111.044594,,,,,,,,,,,,91.49147039,102.0769242,106.1682855,101.2554763,94.73895081,90.58883243,95.73205727,89.81441316,94.79352605,93.71763599,92.51955495,95.32242994,98.67244162,109.2894757,108.7878178,105.8136531,106.9046224,111.3589145,113.2613463,105.8599711,105.2964723,102.8846769,103.181727,103.4067857,95.84939086,85.51682796,87.60648718,84.83713953,94.88219565
Gabon,GAB,Trade (% of GDP),NE.TRD.GNFS.ZS,66.79819618,62.87450501,62.48265715,92.49665716,77.84335145,80.54054054,79.30463234,96.10781437,97.6679979,108.7063246,87.70947761,118.6488107,145.345318,116.5114587,100.8071025,97.42647059,91.68404951,102.8542451,108.6795252,95.88892336,96.35036496,104.0590758,101.2616705,104.8672909,99.29314998,119.8533822,89.89564775,87.91442761,78.52202075,86.99363534,76.89744539,80.53493855,79.86884209,83.34303654,99.9266868,95.13469619,95.67090085,98.53626451,95.97478261,97.73145246,101.7019289,83.63861324,84.75908154,80.30260821,81.76753714,83.94959984,88.64940926,85.13247916,88.99887259,83.50457742,89.15766272,90.49837733,92.34280894,90.63503615,73.52032902,73.94978146,70.13338106,75.06874045,77.0365977,73.42808945,70.11405465,85.34831221,92.06308885,91.47866671
United Kingdom,GBR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,42.98926741,42.63530726,41.56943163,47.43042217,58.72049942,52.74008364,57.40079258,58.91065338,54.96584895,54.64164395,51.29234009,49.37376368,49.59619591,50.79554367,55.38891182,54.93166392,50.51014304,49.87741647,47.34374237,48.6599719,48.23294119,45.29980693,46.28974605,49.73079335,51.86795702,50.99577975,52.24380847,50.97340585,49.33645535,49.6314395,52.5217306,52.82161351,51.37963421,50.23952305,50.45171124,52.68071684,56.91442748,52.96435344,56.69860693,55.00438403,59.27277497,63.56540097,62.22598273,61.99911191,59.09480412,57.20354969,59.70039841,63.12165003,64.54264825,64.66513364,58.7811376,58.58453662,68.88053014,63.87887776
Georgia,GEO,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.295843,88.60414395,87.78040964,85.52719498,59.02016087,101.9436997,118.6388891,166.9026155,67.82867881,45.69654905,57.75306593,53.56666932,57.15187433,62.66139564,63.32992508,71.62912554,77.63337654,79.04074591,84.52959754,89.12537437,88.39341407,86.29822437,78.19303903,81.67338706,85.46593509,89.73488009,93.81391379,94.95069794,97.01631151,94.92625284,102.5842777,109.8477406,117.8100802,92.89108418,101.6009075,114.6954377,107.1511792
Ghana,GHA,Trade (% of GDP),NE.TRD.GNFS.ZS,63.63636364,62.58064516,52.68490375,48.63636364,43.77022654,43.86084584,34.25559947,37.36702128,41.17647059,40.07996002,44.04603807,36,35.91474245,37.84632962,40.12875536,37.80049214,31.74992338,22.04604497,18.04536358,22.39387712,17.62111453,10.07903506,6.320343316,11.54489834,18.81461112,24.2438376,36.71168749,45.84812332,42.24549941,41.08589105,42.72817813,42.48834926,45.99359586,56.66912012,62.02115274,57.42309429,72.20494413,85.40183797,80.59954325,81.70510403,116.0484302,110.0458542,97.48924317,97.28714571,99.67033435,98.17151411,64.51905424,65.35432229,69.51422561,71.59473853,75.37781579,86.29545385,93.16803513,60.7593219,63.83656244,76.52127092,67.87699944,70.54836529,67.95851746,76.82480273,66.57549872,62.70783091,70.1154558,69.03658948
Gibraltar,GIB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,40.57702725,42.75166611,39.74224318,41.75340827,44.248103,41.77871157,34.94190599,37.44824351,33.3418125,31.30442917,29.86142453,29.08978749,33.06462363,32.69589941,36.67969549,40.18787814,38.02840327,35.07512699,34.59509592,47.93770039,69.38629371,71.12103223,64.18424339,69.81534542,73.54657393,85.95467327,86.67433183,80.42644772,76.7719659,72.44273075,111.8394674,101.2516338,88.98411154,78.41531323,115.7652595,115.1955328,94.16527269,90.5424486
